     400  415255.594 3854257.000       -15.8430004120         0.0778886750
     401  415515.406 3854407.000        -4.3740000725         0.0628293306
     402  415775.188 3854557.000        -6.8569998741         0.0000000000
     403  416035.000 3854707.000        -6.0469999313         0.0092335520
     404  416294.812 3854857.000        -4.1960000992         0.0401588194
     405  416554.594 3855007.000       -15.2539997101         0.1147239432
     406  416814.438 3855157.000       -21.6959991455         0.1367977858
     407  417074.312 3855307.000       -22.1889991760         0.1714057028
     408  417334.094 3855457.000       -22.6420001984         0.2144929469
     409  417593.906 3855607.000       -22.5079994202         0.2508998513
     410  417853.688 3855757.000       -22.4640007019         0.2797823548
     411  418113.500 3855907.000       -22.4249992371         0.3014156520
     412  418373.312 3856057.000       -22.6959991455         0.3178346753
     413  418633.094 3856207.000       -22.1049995422         0.3315879703
     414  418892.906 3856357.000       -21.7229995728         0.3420601487
     415  419152.688 3856507.000       -21.6970005035         0.3463628888
     416  419412.500 3856657.000       -21.6760005951         0.3432423174
     417  419672.312 3856807.000       -21.4060001373         0.3321725428
     418  419932.094 3856957.000       -20.4190006256         0.3144851327
     419  420191.938 3857107.000       -20.0979995728         0.2910624146
     420  420451.812 3857257.000       -19.2150001526         0.2649478614
     421  420711.594 3857407.000       -18.8610000610         0.2397406101
     422  420971.406 3857557.000       -18.1329994202         0.2150080651
     423  421231.188 3857707.000       -17.6110000610         0.1923760176
     424  421487.125 3857855.000       -17.8889999390         0.1747733653
     425  421732.094 3857996.250       -17.2830009460         0.1739551276
     426  421963.188 3858129.750       -16.3889999390         0.1858796775
     427  422181.250 3858255.750       -18.0890007019         0.1942945272
     428  422386.938 3858374.500       -17.4650001526         0.2026732713
     429  422580.938 3858486.500       -16.8889999390         0.2179155797
     430  422764.000 3858592.250       -17.0699996948         0.2352030724
     431  422936.688 3858692.000       -17.5890007019         0.2532849908
     432  423099.594 3858786.000       -16.8409996033         0.2757770121
     433  423253.312 3858874.500       -16.2049999237         0.2322652787
     434  423398.312 3858958.250       -15.8319997787         0.2399659455
     435  413806.594 3853767.000        -6.7680001259         0.0000000000
     436  414066.406 3853917.000        -8.2670001984         0.1140867248
     437  414326.188 3854067.000       -12.9219999313         0.1352496892
     438  414586.000 3854217.000       -14.7299995422         0.1359490156
     439  414845.812 3854367.000       -11.5880002975         0.1088492423
     440  415105.594 3854517.000       -13.2259998322         0.0731719360
     441  415365.406 3854667.000        -8.4429998398         0.0600443296
     442  415625.188 3854817.000        -8.2840003967         0.0245075114
     443  416404.594 3855267.000        -9.5819997787         0.0769097358
     444  416664.438 3855417.000       -20.2789993286         0.1032391414
     445  416924.312 3855567.000       -22.0109996796         0.1345892698
     446  417184.094 3855717.000       -22.3180007935         0.1777990609
     447  417443.906 3855867.000       -22.4449996948         0.2150419950
     448  417703.688 3856017.000       -22.4160003662         0.2418840677
     449  417963.500 3856167.000       -22.3209991455         0.2606205642
     450  418223.312 3856317.000       -22.0459995270         0.2716084123
     451  418483.094 3856467.000       -21.8299999237         0.2782801092
     452  418742.906 3856617.000       -21.6639995575         0.2801654339
     453  419002.688 3856767.000       -21.6690006256         0.2770985067
     454  419262.500 3856917.000       -21.6860008240         0.2684155107
